slug,name,category,description,author,created,last_modified,website,privileges,free,verification,supported_os,capabilities,installation_paths,pe_original_names,pe_filenames,vulnerabilities,references,source_file
ultraviewer,UltraViewer,RMM,UltraViewer is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.ultraviewer.net/,,,,,,UltraViewer_Service.exe | UltraViewer_setup* | UltraViewer_Desktop.exe | ultraviewer.exe | C:\Program Files (x86)\UltraViewer\UltraViewer_Desktop.exe | *\UltraViewer\ | *\UltraViewer_Desktop.exe | ultraviewer_desktop.exe | ultraviewer_service.exe | UltraViewer_Desktop.exe | UltraViewer_setup* | UltraViewer_Service.exe,,,,https://www.ultraviewer.net/en/200000026-summary-of-ultraviewer-s-security-information.html,ultraviewer.yaml
ultravnc,UltraVNC,RAT,UltraVNC is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://uvnc.com/,,,,,,UltraVNC*.exe,,,,https://uvnc.com/docs/uvnc-server/49-UltraVNC-server-configuration.html,ultravnc.yaml
updatesimplehelp,SimpleHelp,RMM,SimpleHelp is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,Phyo Paing Htun,2025-03-05,2025-03-05,https://simple-help.com/,,,,windows,,simplehelpcustomer.exe | simpleservice.exe | simplegatewayservice.exe | remote access.exe | windowslauncher.exe | spsrv.exe | serviceconfig.xml,,,,https://simple-help.com/remote-support | https://www.huntress.com/blog/slashandgrab-screen-connect-post-exploitation-in-the-wild-cve-2024-1709-cve-2024-1708 | https://www.group-ib.com/blog/muddywater-infrastructure/,updatesimplehelp.yaml
veyon,Veyon,RAT,"Veyon (Virtual Eye On Networks) is a free and open-source remote monitoring and classroom management software designed for educational environments and remote support scenarios. It enables monitoring and controlling computers across multiple platforms, allowing administrators and teachers to view and control computer labs, interact with students, and provide remote technical support.",Daniel Koifman (KoifSec),2025-11-12,2025-11-12,https://veyon.io,User,True,False,Linux | Windows,Remote Control | Screen Monitoring | Screen Broadcasting (Demo Mode) | Remote Command Execution | File Transfer | Power Management | Screen Lock | User Messaging | Application Launching | Screenshot Capture | Clipboard Synchronization,C:\Program Files\Veyon\* | C:\Program Files (x86)\Veyon\* | veyon-wcli.exe | veyon-worker.exe | veyon-server.exe | veyon-service.exe | veyon-master.exe,,,,https://veyon.io | https://github.com/veyon/veyon | https://docs.veyon.io/en/latest/,veyon.yaml
visual_studio_dev_tunnel,Visual Studio Dev Tunnel,RAT,Visual Studio Dev Tunnel is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://learn.microsoft.com/azure/developer/dev-tunnels/,,,,,,,,,,https://learn.microsoft.com/en-us/azure/developer/dev-tunnels/security,visual_studio_dev_tunnel.yaml
vnc,VNC,RAT,VNC is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,winvnc*.exe | vncserver.exe | winwvc.exe | winvncsc.exe | vncserverui.exe | vncviewer.exe | winvnc.exe,,,,https://realvnc.com/en/connect/download/vnc,vnc.yaml
vnc_connect,VNC Connect,RAT,VNC Connect is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.realvnc.com/en/connect/,,,,,,C:\Program Files\RealVNC\VNC Server\* | *\RealVNC\VNC Server\*,,,,,vnc_connect.yaml
webex_(remote_access),WebEx (Remote Access),RMM,WebEx (Remote Access) is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.webex.com/,,,,,,,,,,https://help.webex.com/en-us/article/nyc3q0b/Set-Up-a-Computer-for-Remote-Access,webex_(remote_access).yaml
webrdp,WebRDP,RAT,WebRDP is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://github.com/Mikej81/WebRDP,,,,,,webrdp.exe,,,,https://github.com/Mikej81/WebRDP,webrdp.yaml
weezo,Weezo,RMM,Weezo is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,,,,,,,weezohttpd.exe | weezo.exe | weezo setup*.exe,,,,https://weezo.en.softonic.com,weezo.yaml
winscp,WinSCP,RAT,WinSCP is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://winscp.net/,,,,,,C:\Users\IEUser\Downloads\WinSCP-5.21.6-Portable\* | *\WinSCP*Portable\* | *\WinSCP.exe | *\WinSCP\*,,,,,winscp.yaml
x2go,X2Go,RAT,X2Go is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://wiki.x2go.org/,,,,,,,,,,https://wiki.x2go.org/doku.php,x2go.yaml
xeox,Xeox,RMM,Xeox is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://xeox.com/,,,,Windows,,xeox-agent_x64.exe | xeox_service_windows.exe | xeox-agent_*.exe | xeox-agent_x86.exe,,,,https://help.xeox.com/knowledge-base/gSuyNfDH6u79M82utnswf2/firewall-settings-xeox-agent-and-integrations/47T7S9tZJ2L1Z2W5gwuXoW,xeox.yaml
xpra,Xpra,RAT,Xpra is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://github.com/Xpra-org/xpra/,,,,Windows,,C:\Program Files (x86)\Xpra\* | *\Xpra\* | *\Xpra-Launcher.exe | *\Xpra-x86_64_Setup.exe,,,,,xpra.yaml
xrdp,XRDP,RAT,XRDP is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.xrdp.org/,,,,,,,,,,,xrdp.yaml
xshell,Xshell,RAT,Xshell is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.xshell.com/en/xshell/,,,,,,C:\Program Files (x86)\NetSarang\xShell\* | *\NetSarang\xShell\* | *\xShell.exe,,,,,xshell.yaml
yandex.disk,Yandex.Disk,RAT,Yandex.Disk is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://disk.yandex.com/,,,,,,C:\Program Files (x86)\Yandex\* | *\Yandex\* | *\YandexDisk2.exe,,,,,yandex.disk.yaml
zabbix_agent,Zabbix Agent,RMM,Zabbix Agent is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.zabbix.com/,,,,,,zabbix_agent*.exe,,,,https://www.zabbix.com/documentation/current/en/manual/appendix/install/windows_agent,zabbix_agent.yaml
zerotier,ZeroTier,RAT,ZeroTier is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.zerotier.com/,,,,,,zerotier*.msi | zerotier*.exe | zero-powershell.exe,,,,https://my.zerotier.com/,zerotier.yaml
zoc,ZOC,RAT,ZOC is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2024-08-02,https://www.emtec.com/zoc/index.html,,,,,,C:\Program Files\ZOC8\* | *\ZOC?\* | *\zoc.exe,,,,,zoc.yaml
zohoassist,Zoho Assist,RMM,Zoho Assist is a remote monitoring and management (RMM) tool. More information will be added as it becomes available.,,2024-08-02,2026-02-09,https://www.zoho.com/assist/,,,,Windows,,toolsiq.exe | zaservice.exe | ZMAgent.exe | ZohoMeeting.exe | Zohours.exe | zohotray.exe | ZohoURSService.exe | *\ZA_Access.exe | za_connect.exe | connect.exe,,,,https://www.zoho.com/assist/kb/firewall-configuration.html,zohoassist.yaml
